"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"IN","NA","NA",NA,"NA","A AND C PRODUCTS INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"212321","1442","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,"39.536810500000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN","NA","NA",NA,"NA","ACURA PHARMACEUTICAL TECHNOLOGIES INCORPORATED","NA","ACURA PHARMACEUTICAL TECHNOLOGIES INCORPORATED","NA","NA",NA,"NA",NA,"NA",NA,"325412","2834","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","IN",NA,"NA","Culver","MARSHALL","IN",NA,"41.239865799999997","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110041972586","NA","ACURA PHARMACEUTICAL TECHNOLOGIES INC","16235 SR 17","16235 SR 17","OK","CULVER","IN","MARSHALL","46511","GOOD","(574) 842-3305","41.242359","-86.414881","325411","MEDICINAL AND BOTANICAL MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","46511 _ (574) 842-3305","CULVER_16235 SR 17","FRS","FRS","N","Indiana","18","99","18099","NA","Midwest","7","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN","NA","NA",NA,"NA","ADAMS COUNTY GRAVEL INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"212321","1442","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,"40.8580696","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN","NA","NA",NA,"NA","AEROQUIP CORPORATION","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"3261","3080","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,"41.659475999999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"IN","NA","NA",NA,"NA","AGGREGATE INDUSTRIES","NA","AGGREGATE INDUSTRIES","NA","NA",NA,"NA",NA,"NA",NA,"32732","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","IN",NA,"NA","Angola","STEUBEN","IN",NA,"41.572270199999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110058653238","NA","AGGREGATE INDUSTRIES","1310 W MAUMEE ST","1310 W MAUMEE ST","OK","ANGOLA","IN","STEUBEN","46703","GOOD","NA","41.63519639189","-85.015712128293","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","ANGOLA_1310 W MAUMEE ST","census.csv","FRS","Y","Indiana","18","151","18151","NA","Midwest","4","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN","NA","NA",NA,"NA","AGGREGATE INDUSTRIES","NA","AGGREGATE INDUSTRIES","NA","NA",NA,"NA",NA,"NA",NA,"32732","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","IN",NA,"NA","Bremen","MARSHALL","IN",NA,"41.572270199999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110058659633","NA","AGGREGATE INDUSTRIES","524 N BOWEN AVE","524 N BOWEN AVENUE","UPDATED","BREMEN","IN","MARSHALL","46506","GOOD","NA","41.450803514791","-86.156082449209","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","BREMEN_524 N BOWEN AVENUE","census.csv","FRS","Y","Indiana","18","99","18099","NA","Midwest","7","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN","NA","NA",NA,"NA","AGGREGATE INDUSTRIES","NA","AGGREGATE INDUSTRIES","NA","NA",NA,"NA",NA,"NA",NA,"32732","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","IN",NA,"NA","Elkhart","ELKHART","IN",NA,"41.572270199999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110058825650","NA","AGGREGATE INDUSTRIES","801 N NAPPANEE ST","801 N NAPPANEE ST","OK","ELKHART","IN","ELKHART","46514","GOOD","NA","41.69186771162","-86.003568732713","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","ELKHART_801 N NAPPANEE ST","census.csv","FRS","Y","Indiana","18","39","18039","NA","Midwest","4","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN","NA","NA",NA,"NA","AGGREGATE INDUSTRIES","NA","AGGREGATE INDUSTRIES","NA","NA",NA,"NA",NA,"NA",NA,"32732","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","IN",NA,"NA","Nappanee","ELKHART","IN",NA,"41.572270199999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110058752078","NA","AGGREGATE INDUSTRIES","500 OAKLAND AVE","500 OAKLAND AVENUE","UPDATED","NAPPANEE","IN","ELKHART","46550","GOOD","NA","41.439407059435","-85.982258785632","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","NAPPANEE_500 OAKLAND AVENUE","census.csv","FRS","Y","Indiana","18","39","18039","NA","Midwest","4","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN","NA","NA",NA,"NA","AGGREGATE INDUSTRIES","NA","AGGREGATE INDUSTRIES","NA","NA",NA,"NA",NA,"NA",NA,"32732","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","IN",NA,"NA","South Bend","ST JOSEPH","IN",NA,"41.572270199999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110058477205","NA","AGGREGATE INDUSTRIES","24423 SR 23","24423 SR 23","OK","SOUTH BEND","IN","ST JOSEPH","46614","GOOD","NA","41.62062182735","-86.337599292246","32732","READY-MIX CONCRETE MANUFACTURING","NA","NA","NA","NA","NA","NA","NA","NA","SOUTH BEND_24423 SR 23","census.csv","FRS","Y","Indiana","18","141","18141","NA","Midwest","7","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"IN","NA","NA",NA,"NA","AGGREGATE INDUSTRIES","NA","AGGREGATE INDUSTRIES","NA","NA",NA,"NA",NA,"NA",NA,"32732","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","IN",NA,"NA","Valparaiso","PORTER","IN",NA,"41.572270199999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110058526484","NA","AGGREGATE INDUSTRIES","901 E MORTHLAND","901 E MORTHLAND","OK","VALPARAISO","IN","PORTER","46383","GOOD","NA","41.4576099375","-87.049960125","324121","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","VALPARAISO_901 E MORTHLAND","OSM.csv","FRS","Y","Indiana","18","127","18127","NA","Midwest","4","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
